일시,padding_F,padding_M
2021-04-01,0.74772,0.94324
2021-04-02,0.65561,1.01706
2021-04-03,0.79648,1.04986
2021-04-04,0.76939,1.03346
2021-04-05,0.85067,1.00065
2021-04-06,0.88859,0.87762
2021-04-07,0.69354,0.77099
2021-04-08,0.72063,1.04986
2021-04-09,0.87234,1.02526
2021-04-10,0.72063,0.86122
2021-04-11,0.79107,0.91043
2021-04-12,0.75314,0.93503
2021-04-13,1.05114,1.08267
2021-04-14,1.44668,1.46817
2021-04-15,0.77481,0.96784
2021-04-16,1.05114,1.03346
2021-04-17,1.03489,0.89402
2021-04-18,0.83983,1.01706
2021-04-19,0.84525,0.96784
2021-04-20,0.63935,0.87762
2021-04-21,0.59601,0.86122
2021-04-22,0.55808,0.84481
2021-04-23,0.60684,0.76279
2021-04-24,0.60684,0.64796
2021-04-25,0.55808,0.86942
2021-04-26,0.55266,0.70538
2021-04-27,0.49848,0.64796
2021-04-28,0.49848,0.66437
2021-04-29,0.55266,0.7874
2021-04-30,0.5635,0.812
2021-05-01,0.8019,0.86122
2021-05-02,0.81816,0.8038
2021-05-03,0.66103,0.812
2021-05-04,0.73688,0.82841
2021-05-05,0.54182,1.01706
2021-05-06,0.5635,0.77919
2021-05-07,0.54182,0.86122
2021-05-08,0.60684,0.77919
2021-05-09,0.59059,1.09087
2021-05-10,0.69354,0.82841
2021-05-11,0.54724,0.90223
2021-05-12,0.60684,0.77919
2021-05-13,0.59601,0.7874
2021-05-14,0.55808,0.7956
2021-05-15,0.52557,0.86942
2021-05-16,0.58517,0.84481
2021-05-17,0.6231,0.91043
2021-05-18,0.63935,0.71358
2021-05-19,0.66644,0.83661
2021-05-20,0.59059,0.77099
2021-05-21,0.60143,0.73818
2021-05-22,0.66103,0.61515
2021-05-23,0.64477,0.99245
2021-05-24,0.57975,0.74639
2021-05-25,0.6231,0.77099
2021-05-26,0.70979,0.88582
2021-05-27,0.62852,0.74639
2021-05-28,0.66644,0.73818
2021-05-29,0.67728,1.14829
2021-05-30,0.69895,1.05807
2021-05-31,0.54724,0.812
2021-06-01,0.70437,0.8202
2021-06-02,0.84525,1.23031
2021-06-03,0.63935,0.86122
2021-06-04,0.53099,0.83661
2021-06-05,0.63935,0.95964
2021-06-06,0.73688,1.09908
2021-06-07,0.65561,0.812
2021-06-08,0.87776,0.97604
2021-06-09,0.65561,0.86942
2021-06-10,0.79648,1.1893
2021-06-11,0.80732,0.86942
2021-06-12,0.78565,0.92683
2021-06-13,0.75856,1.14829
2021-06-14,0.65561,0.90223
2021-06-15,0.57975,0.82841
2021-06-16,0.71521,1.07447
2021-06-17,0.82899,0.8202
2021-06-18,1.00238,1.38615
2021-06-19,0.70979,1.04986
2021-06-20,0.86692,1.1893
2021-06-21,0.7423,1.39435
2021-06-22,0.81274,1.11548
2021-06-23,0.73146,1.01706
2021-06-24,0.7423,1.31233
2021-06-25,0.85609,0.97604
2021-06-26,0.85609,1.1729
2021-06-27,0.77481,1.25492
2021-06-28,0.82358,1.12368
2021-06-29,0.73688,1.1893
2021-06-30,0.75856,1.29593
2021-07-01,1.01322,1.35334
2021-07-02,0.84525,1.16469
2021-07-03,0.94278,1.37795
2021-07-04,1.03489,1.50918
2021-07-05,1.01322,1.36975
2021-07-06,0.9211,1.15649
2021-07-07,1.08907,1.64862
2021-07-08,0.96445,1.15649
2021-07-09,0.97529,1.22211
2021-07-10,1.13784,1.54199
2021-07-11,1.33831,1.5666
2021-07-12,1.1866,1.77985
2021-07-13,1.34373,2.26377
2021-07-14,1.11074,1.50098
2021-07-15,1.07824,1.46817
2021-07-16,1.11616,1.71423
2021-07-17,1.85305,2.28018
2021-07-18,1.35999,2.09973
2021-07-19,1.37624,1.38615
2021-07-20,1.42501,1.9603
2021-07-21,1.34373,1.62401
2021-07-22,1.39791,2.18996
2021-07-23,1.25162,1.92749
2021-07-24,2.10229,2.18175
2021-07-25,2.09687,2.38681
2021-07-26,1.4521,1.78805
2021-07-27,1.67425,2.14895
2021-07-28,1.77178,2.19816
2021-07-29,1.62006,2.18175
2021-07-30,1.71759,2.14074
2021-07-31,1.91807,2.44422
2021-08-01,2.18899,2.62467
2021-08-02,1.90723,2.39501
2021-08-03,2.0752,2.11614
2021-08-04,2.08604,2.64107
2021-08-05,2.38946,2.65748
2021-08-06,2.00476,2.55085
2021-08-07,2.2811,2.66568
2021-08-08,3.25639,3.22342
2021-08-09,2.59536,2.94455
2021-08-10,3.05049,3.57611
2021-08-11,2.86627,3.63353
2021-08-12,2.74165,3.11679
2021-08-13,2.60619,2.64927
2021-08-14,2.81209,3.02657
2021-08-15,3.80905,3.31364
2021-08-16,3.64109,4.09284
2021-08-17,3.29973,3.65813
2021-08-18,3.48396,3.67454
2021-08-19,3.60316,3.9124
2021-08-20,2.93671,3.23982
2021-08-21,4.34547,4.02723
2021-08-22,4.54594,4.42093
2021-08-23,4.2967,4.49475
2021-08-24,3.68443,4.3225
2021-08-25,4.57303,4.02723
2021-08-26,4.35088,4.28149
2021-08-27,4.1775,3.96161
2021-08-28,4.1179,4.49475
2021-08-29,5.17988,5.44619
2021-08-30,4.11248,5.0853
2021-08-31,4.75184,4.93766
2021-09-01,4.58387,4.78182
2021-09-02,4.54052,5.17552
2021-09-03,4.1775,4.85564
2021-09-04,4.06371,5.40518
2021-09-05,5.20697,5.98753
2021-09-06,4.57845,6.11056
2021-09-07,4.63263,5.62664
2021-09-08,4.10706,5.57742
2021-09-09,4.13957,4.66699
2021-09-10,4.00953,4.63418
2021-09-11,4.02037,5.01148
2021-09-12,4.97941,6.29921
2021-09-13,7.23342,8.94028
2021-09-14,5.06068,6.12696
2021-09-15,3.86324,5.28215
2021-09-16,4.24794,6.00393
2021-09-17,4.18833,5.45439
2021-09-18,3.94451,5.65944
2021-09-19,4.37798,6.06955
2021-09-20,4.49176,5.26574
2021-09-21,5.27741,6.35662
2021-09-22,6.50195,7.062
2021-09-23,5.8084,6.42224
2021-09-24,5.21239,5.75787
2021-09-25,5.08777,6.79133
2021-09-26,6.04681,7.70997
2021-09-27,4.45925,6.56988
2021-09-28,5.29908,6.97998
2021-09-29,5.48872,6.75853
2021-09-30,4.39423,6.52887
2021-10-01,4.51885,6.20898
2021-10-02,5.20156,6.58628
2021-10-03,5.47247,7.21784
2021-10-04,6.18227,8.55479
2021-10-05,5.26116,6.57808
2021-10-06,5.78131,6.53707
2021-10-07,5.40745,7.55413
2021-10-08,5.32618,6.92257
2021-10-09,6.03055,7.80839
2021-10-10,8.1762,10.39206
2021-10-11,13.45903,15.54297
2021-10-12,14.82444,16.30577
2021-10-13,13.45361,14.50131
2021-10-14,15.18747,17.15879
2021-10-15,16.05439,19.01246
2021-10-16,57.08712,56.06135
2021-10-17,100,100
2021-10-18,80.59709,78.47769
2021-10-19,59.98591,60.33464
2021-10-20,54.45383,54.77362
2021-10-21,45.89293,48.49081
2021-10-22,38.51863,38.56627
2021-10-23,39.80819,38.60728
2021-10-24,39.97615,40.91207
2021-10-25,31.5182,33.68602
2021-10-26,27.42197,31.77493
2021-10-27,24.66948,27.96095
2021-10-28,25.23298,27.46883
2021-10-29,22.30169,25.30347
2021-10-30,23.88383,24.11417
2021-10-31,24.24685,28.84678
2021-11-01,23.43411,25.50032
2021-11-02,24.9729,27.78051
2021-11-03,24.10056,26.00065
2021-11-04,23.82423,25.20505
2021-11-05,21.64065,21.53051
2021-11-06,24.13307,25.17224
2021-11-07,32.40138,34.36679
2021-11-08,49.16558,47.59678
2021-11-09,72.23125,64.23064
2021-11-10,80.38578,75.26246
2021-11-11,66.77503,62.87729
2021-11-12,60.99371,60.87598
2021-11-13,56.33398,57.8412
2021-11-14,51.52795,56.34022
2021-11-15,39.74859,44.5374
2021-11-16,37.74382,39.01738
2021-11-17,36.55179,39.41929
2021-11-18,33.66384,35.07217
2021-11-19,27.27026,29.01902
2021-11-20,29.37798,31.94717
2021-11-21,35.25682,36.7454
2021-11-22,69.47334,62.15551
2021-11-23,93.29757,88.54986
2021-11-24,65.27958,62.86909
2021-11-25,46.97659,49.34383
2021-11-26,41.71543,45.62007
2021-11-27,43.88816,49.06496
2021-11-28,48.77546,55.38877
2021-11-29,40.59926,45.16076
2021-11-30,48.8459,48.34317
2021-12-01,67.14889,67.37204
2021-12-02,55.60793,56.97998
2021-12-03,43.48721,48.64665
2021-12-04,48.09276,54.53576
2021-12-05,48.36367,56.34022
2021-12-06,37.09362,41.12532
2021-12-07,30.66211,34.68667
2021-12-08,30.02275,31.19258
2021-12-09,26.79345,29.97867
2021-12-10,22.93563,27.07513
2021-12-11,25.93194,29.88024
2021-12-12,35.83658,42.39665
2021-12-13,40.27416,44.27493
2021-12-14,33.45795,36.96686
2021-12-15,27.09146,31.82414
2021-12-16,23.64,27.18996
2021-12-17,33.34416,37.1309
2021-12-18,39.86237,44.99671
2021-12-19,38.10684,44.21751
2021-12-20,27.44364,31.79954
2021-12-21,22.95188,26.27952
2021-12-22,21.49436,25.50853
2021-12-23,20.68703,23.95833
2021-12-24,18.76896,24.17979
2021-12-25,27.05353,32.58694
2021-12-26,35.08885,44.72604
2021-12-27,32.24967,36.95866
2021-12-28,26.50086,28.46128
2021-12-29,22.62678,26.23031
2021-12-30,21.51061,25.66437
2021-12-31,20.99046,24.13057
